1	-138.19	0	1
2	-100.81	0	1
3	-37.38	0	1
4	0	0	1
5	41.81	0	1
6	79.19	0	1
7	142.62	0	1
8	180	0	1
9	-159.09	69.09	2
10	20.91	69.09	2
11	-69.09	58.28	2
12	110.91	58.28	2
13	-114.09	35.26	2
14	-24.09	35.26	2
15	65.91	35.26	2
16	155.91	35.26	2
17	-159.09	31.72	2
18	20.91	31.72	2
19	-69.09	20.91	2
20	110.91	20.91	2
21	-69.09	-20.91	3
22	110.91	-20.91	3
23	-159.09	-31.72	3
24	20.91	-31.72	3
25	-114.09	-35.26	3
26	-24.09	-35.26	3
27	65.91	-35.26	3
28	155.91	-35.26	3
29	-69.09	-58.28	3
30	110.91	-58.28	3
31	-159.09	-69.09	3
32	20.91	-69.09	3
